runtime,budget_in_USD,imdbVotes,IMDBscore,TomatoesScore,Metascore,Domestic_box_office,Theater_num,movie_2_before,movie_1_before,movie_0_before,Actor_2_before,Actor_1_before,Actor_0_before
110,3000000,197938,0.68,0.64,0.53,48086903,2542.0,59,100,98,12.5,13.75,28.5
109,7000000,211029,0.76,0.85,0.68,41003371,2780.0,21,59,100,9.75,26.5,28.0
113,50000000,191530,0.67,0.45,0.49,56758835,3203.0,31,89,100,41.25,86.0,67.25
110,15000000,223163,0.72,0.82,0.66,15024049,1480.0,13,31,36,26.5,41.75,35.5
109,20500000,41708,0.5,0.66,0.58,743636,65.0,34,87,97,14.25,32.0,15.75
88,12000000,177246,0.67,0.28,0.48,54731865,3055.0,21,64,100,25.5,47.75,54.75
84,12000000,228761,0.71,0.85,0.69,64575175,2908.0,31,87,100,20.5,35.5,38.0
118,125000000,228034,0.63,0.31,0.43,58877969,3601.0,29,87,100,40.25,47.0,37.75
88,95000000,174416,0.66,0.37,0.49,161321843,3886.0,73,100,95,18.5,36.75,4.25
135,125000000,268282,0.67,0.56,0.61,113203870,3753.0,43,83,100,39.25,31.75,34.75
91,85000000,204212,0.71,0.44,0.47,148313048,3384.0,27,70,100,27.75,33.0,39.75
103,65000000,166636,0.63,0.26,0.31,54760791,3189.0,31,76,100,30.0,34.5,45.75
105,69000000,142669,0.59,0.35,0.42,37519139,3109.0,25,88,100,25.25,35.25,36.75
106,10000000,65238,0.69,0.67,0.6,1930282,258.0,7,17,16,50.75,36.5,32.25
99,150000000,172082,0.57,0.26,0.37,83670083,3545.0,17,24,77,25.25,24.25,57.5
103,100000000,277169,0.66,0.67,0.51,85028192,3355.0,31,74,100,41.75,73.5,77.0
92,30000000,28493,0.51,0.51,0.56,44338224,3482.0,44,100,77,38.75,81.0,59.75
109,25000000,111411,0.65,0.51,0.51,66528000,2870.0,25,80,100,26.5,25.0,54.5
130,10000000,156507,0.74,0.97,0.76,21590086,960.0,53,61,54,28.75,22.0,21.25
123,75000000,69835,0.59,0.42,0.47,38518613,3470.0,32,96,100,34.25,22.5,25.25
93,65000000,69401,0.54,0.13,0.31,44806783,2781.0,46,100,54,20.0,38.0,27.75
115,85000000,192405,0.68,0.53,0.52,126181630,3121.0,22,81,100,29.75,48.25,40.25
104,30000000,172772,0.68,0.31,0.43,125014030,3038.0,29,77,100,23.5,34.75,36.25
106,85000000,79183,0.56,0.5,0.46,64935167,3618.0,37,60,79,15.75,21.25,28.0
101,25000000,93965,0.65,0.21,0.39,60457138,3175.0,33,77,100,28.5,80.0,67.0
94,79000000,82887,0.58,0.44,0.41,103860290,3500.0,49,100,90,10.5,16.75,11.5
83,5000000,36957,0.37,0.13,0.24,370904,86.0,12,22,18,20.25,18.5,18.0
95,17000000,165131,0.64,0.66,0.62,54333290,2856.0,29,70,76,11.75,18.0,17.75
105,42000000,81633,0.64,0.4,0.4,45290318,3014.0,20,51,63,40.5,44.5,27.75
98,,68901,0.56,0.59,0.53,17288155,2002.0,32,91,66,28.5,63.0,38.75
107,12500000,33814,0.58,0.45,0.45,677200,76.0,49,32,25,31.0,29.0,28.25
86,,59893,0.74,0.92,0.82,4067398,233.0,55,50,52,0.75,1.75,1.25
112,,25301,0.59,0.46,0.58,584563,60.0,12,21,32,19.25,16.25,31.25
92,45000000,272053,0.63,0.22,0.45,139854287,3706.0,36,85,100,27.25,51.75,38.0
88,70000000,138070,0.64,0.27,0.39,62321039,3078.0,28,82,100,28.5,50.25,38.5
112,19232100,79333,0.63,0.45,0.54,16684352,806.0,49,77,74,2.75,10.75,2.5
87,3000000,43054,0.53,0.56,0.53,446770,60.0,55,72,92,26.5,31.5,25.5
89,6000000,32362,0.61,0.52,0.47,26826,10.0,39,60,43,31.25,28.25,5.25
118,10173600,38128,0.65,0.66,0.66,85252,13.0,11,12,26,18.25,13.5,20.5
95,65000000,125022,0.54,0.29,0.39,42345531,3016.0,21,61,100,27.25,35.5,38.5
102,20000000,20001,0.53,0.33,0.53,85726,14.0,31,34,32,32.75,23.5,33.0
99,33000000,51189,0.65,0.42,0.43,35074677,2606.0,30,57,87,3.5,6.75,9.75
93,145000000,145528,0.68,0.79,0.6,216391482,4263.0,10,10,31,35.75,49.25,52.0
97,145000000,145052,0.73,0.74,0.57,103412758,3672.0,34,91,100,32.5,37.75,33.25
97,,78741,0.72,0.57,0.49,78950,5.0,7,6,7,15.5,16.25,15.25
102,6000000,69995,0.71,0.24,0.37,11494838,2801.0,42,100,72,25.25,28.5,21.25
94,30000000,96219,0.65,0.58,0.55,17142080,2271.0,26,41,55,18.0,32.75,22.25
92,55000000,44741,0.57,0.46,0.48,9489829,2404.0,29,69,83,36.75,42.25,34.0
111,30000000,56019,0.68,0.51,0.58,35763137,3212.0,36,77,80,11.5,12.25,7.5
118,16600000,41540,0.72,0.82,0.62,1517410,75.0,24,26,22,0.0,12.75,0.0
124,30000000,88282,0.62,0.63,0.62,28700285,2941.0,5,6,22,28.25,44.0,27.25
86,750000,111804,0.7,0.9,0.72,4010957,182.0,44,100,47,12.0,0.25,12.5
127,8900000,84534,0.79,0.93,0.94,6738954,333.0,16,21,19,27.5,9.0,14.25
97,15000000,123847,0.62,0.74,0.64,14945541,2424.0,15,19,54,18.75,20.25,19.75
110,40000000,65775,0.57,0.23,0.41,41152203,3021.0,13,19,13,26.25,31.0,43.5
124,25000000,37820,0.61,0.44,0.56,720828,107.0,21,100,69,22.75,39.5,23.5
102,42000000,137348,0.66,0.32,0.4,18620000,2998.0,26,75,100,22.5,61.5,19.75
122,12000000,40992,0.66,0.54,0.51,91547205,2052.0,20,47,100,18.75,23.0,49.0
101,10000000,66077,0.56,0.11,0.31,31611916,3083.0,32,98,100,13.5,21.5,33.25
116,,52782,0.58,0.57,0.55,100345,19.0,56,63,48,0.0,14.25,0.0
95,15000000,58048,0.54,0.51,0.51,15634090,1872.0,30,52,45,39.25,67.25,40.25
98,15700000,68088,0.68,0.6,0.55,6008677,561.0,56,56,51,20.25,22.25,23.5
85,95000000,118500,0.61,0.66,0.5,86907746,3302.0,35,91,100,31.5,37.75,28.25
102,68000000,115473,0.57,0.17,0.36,34353000,3168.0,59,69,66,36.75,38.0,45.5
105,25000000,42683,0.66,0.34,0.47,51853450,2717.0,30,71,100,17.25,43.0,32.25
90,270000,28515,0.64,0.89,0.68,319285,21.0,30,25,24,15.5,0.0,9.5
88,5000000,57978,0.46,0.24,0.4,53900335,3412.0,29,79,100,10.5,67.0,61.5
82,10000000,42067,0.61,0.37,0.38,6810754,1403.0,56,82,100,20.25,22.0,20.25
112,,24478,0.64,0.51,0.54,1066256,269.0,13,15,81,26.0,16.0,25.75
91,40000000,38389,0.53,0.02,0.22,26414527,2737.0,48,100,72,37.25,35.0,46.0
109,60000000,66186,0.64,0.25,0.45,102118,39.0,35,48,41,20.25,22.0,27.5
103,10000000,12095,0.7,0.91,0.67,2450867,126.0,30,91,53,0.0,0.0,0.0
102,,17008,0.54,0.27,0.42,120462,16.0,60,80,69,20.0,26.25,20.0
101,1500000,24952,0.51,0.45,0.57,1165881,355.0,19,49,100,9.0,36.5,28.25
101,10000000,101771,0.67,0.56,0.59,7078738,1625.0,15,100,93,26.5,40.75,36.5
104,8000000,90743,0.72,0.79,0.67,2540106,261.0,13,13,14,20.0,17.75,16.25
110,12000000,63666,0.65,0.26,0.4,70012847,3053.0,30,89,100,12.5,13.75,21.0
95,20000000,89464,0.61,0.37,0.48,14326865,2335.0,10,36,38,27.25,45.5,38.5
93,1800000,77251,0.73,0.87,0.86,12795746,318.0,21,21,23,2.25,1.5,0.75
114,15838200,55142,0.62,0.3,0.36,49521,18.0,1,2,3,20.5,17.5,16.25
95,1000000,39709,0.72,0.91,0.79,6002451,516.0,62,74,64,42.75,31.5,20.5
115,10000000,69969,0.75,0.7,0.64,1436862,180.0,13,14,17,19.75,12.75,24.5
92,60000000,87170,0.7,0.88,0.72,56003051,3455.0,36,78,100,10.0,11.5,19.75
94,26350000,10536,0.48,0.18,0.38,20998,61.0,7,12,25,3.0,9.0,19.25
97,2000000,34002,0.67,0.7,0.55,319176,32.0,44,60,40,19.5,10.5,43.0
92,14000000,53575,0.59,0.4,0.45,49130588,2860.0,22,39,81,17.25,33.0,34.5
115,,36532,0.71,0.91,0.84,641054,29.0,9,31,35,6.25,7.0,6.75
87,39000000,89073,0.7,0.87,0.74,35287788,3005.0,42,81,100,20.0,36.25,22.75
93,20000000,32975,0.49,0.04,0.22,3763583,1511.0,88,59,53,19.75,29.0,19.5
95,12000000,36474,0.63,0.35,0.52,66351,17.0,62,100,65,12.5,13.0,14.25
94,22000000,19533,0.63,0.51,0.54,49008662,3401.0,49,97,100,51.75,68.5,54.75
86,2900000,16585,0.6,0.47,0.26,75121,53.0,5,22,18,39.0,12.75,4.75
101,35000000,30926,0.51,0.12,0.3,25888412,2541.0,54,100,78,35.25,55.5,36.75
111,,36281,0.78,0.83,0.7,175038,6.0,9,33,0,0.0,0.0,0.0
95,15000000,50478,0.65,0.37,0.41,3310031,670.0,100,88,62,32.75,65.0,27.75
116,20000000,28849,0.72,0.33,0.45,6002756,2030.0,39,100,83,32.25,56.75,46.75
110,26000000,79503,0.64,0.22,0.44,16008272,2209.0,42,90,71,20.0,33.75,21.25
98,2500000,9184,0.48,0.14,0.33,3003,3.0,18,18,13,14.75,13.0,15.25
88,55000000,41724,0.67,0.86,,31051126,3358.0,0,0,0,22.75,45.0,24.5
91,35000000,105137,0.65,0.74,0.66,20275446,2255.0,10,57,53,27.75,24.25,36.25
125,58000000,31795,0.59,0.4,0.46,49876377,2573.0,54,100,99,18.0,24.5,33.25
105,25000000,23662,0.61,0.17,0.36,77267296,3368.0,20,100,98,30.5,47.75,25.75
94,11000000,17887,0.68,0.8,0.64,18388357,725.0,97,100,96,35.5,35.5,44.75
128,,11354,0.64,0.68,0.6,258656,86.0,37,53,53,8.75,9.25,9.0
105,35000000,27322,0.57,0.04,0.27,13103272,2840.0,33,92,84,38.5,56.0,31.0
107,12000000,46593,0.66,0.88,0.73,7919574,255.0,7,49,100,30.5,52.0,55.75
106,15000000,34605,0.66,0.52,0.55,7597898,1676.0,61,100,54,30.0,9.0,6.5
109,,15367,0.72,0.86,0.78,4328850,217.0,70,86,100,27.75,26.5,32.75
99,,34294,0.64,0.61,0.53,141951,19.0,25,29,21,8.25,34.0,35.25
125,2000000,29579,0.64,0.54,0.57,5132442,807.0,100,93,74,35.5,40.0,34.75
114,16000000,39411,0.71,0.53,0.49,12431792,2055.0,21,39,92,36.0,43.5,47.25
105,,6719,0.57,0.51,0.61,379791,81.0,42,32,38,17.0,11.25,13.25
129,,16858,0.47,0.37,0.43,21832,19.0,26,16,23,23.75,0.0,0.0
103,,6054,0.68,0.88,0.74,88212,10.0,100,95,99,8.0,0.0,8.0
86,14000000,12897,0.54,0.25,0.37,9409538,3016.0,36,76,100,18.25,18.0,16.0
104,,17991,0.72,0.45,,704,1.0,16,25,13,6.25,18.75,9.25
88,1653210,24661,0.65,0.85,0.69,41039,10.0,19,25,13,10.0,9.25,0.0
99,6000000,25386,0.75,0.86,0.74,1065000,122.0,9,36,33,11.25,20.75,6.75
114,11500000,18127,0.51,0.56,0.58,5460,3.0,8,76,100,13.5,15.75,13.75
81,500000,15586,0.68,0.83,0.71,375981,50.0,18,23,21,19.5,10.5,16.0
151,4321500,68454,0.81,0.86,,2804874,132.0,0,0,0,34.0,25.75,29.0
107,40000000,17479,0.65,0.75,0.61,20157300,2133.0,43,100,73,8.0,52.25,2.0
84,,23361,0.56,0.76,0.65,30668,23.0,71,84,83,0.0,0.0,0.0
92,,12866,0.62,0.85,0.8,31641,11.0,22,16,36,1.5,2.75,11.25
89,2500000,59169,0.71,0.86,0.67,3317468,209.0,46,15,15,13.0,19.5,19.75
95,40000000,33669,0.58,0.37,0.5,37134215,2431.0,20,69,100,9.25,13.0,15.5
83,17000000,18095,0.41,0.03,0.18,4936819,810.0,20,100,77,40.5,55.5,45.0
91,40000000,36288,0.59,0.0,0.26,18450127,1895.0,12,46,69,3.75,5.0,4.75
100,30000000,38479,0.63,0.75,0.65,63536011,2441.0,31,100,80,38.25,56.25,46.5
94,,10692,0.59,0.37,0.55,6376145,246.0,59,74,82,7.75,9.0,10.0
84,6000000,19140,0.55,0.41,0.52,5909483,475.0,20,23,32,10.5,21.0,25.0
83,1000000,33419,0.42,0.06,0.18,53262945,2551.0,24,100,88,0.0,50.0,45.5
103,,13936,0.58,0.22,0.38,1378591,351.0,20,100,78,21.5,45.75,34.75
140,7395080,36172,0.73,0.8,0.65,2706375,172.0,9,14,78,8.75,15.25,16.5
176,7217600,48228,0.68,0.88,,3047539,164.0,17,100,63,20.0,27.25,28.0
90,,9502,0.63,0.79,0.69,1012973,99.0,42,21,31,11.25,6.25,22.75
109,,16223,0.7,0.3,0.46,102388,10.0,11,19,96,20.5,20.75,28.5
98,,16377,0.75,0.99,0.81,1342455,87.0,24,20,19,0.0,25.0,0.0
82,,2745,0.58,0.47,0.5,18869,3.0,13,11,11,0.0,0.0,5.75
94,5000000,6848,0.52,0.64,0.53,14568,11.0,37,94,79,15.75,18.25,9.25
85,850000,14972,0.6,0.56,0.55,1251749,107.0,37,0,0,9.0,13.75,11.5
112,3815100,18023,0.61,0.46,0.48,26345,11.0,34,37,53,13.75,12.5,10.25
94,,8470,0.63,0.67,0.58,46021,19.0,35,36,38,23.0,14.5,22.25
101,,11444,0.62,0.83,0.71,100616,14.0,14,19,38,0.0,0.0,0.0
116,14000000,5622,0.57,0.57,0.54,24397469,2244.0,43,89,100,27.0,36.75,31.0
93,5000000,6193,0.56,0.32,0.45,2609412,322.0,23,17,21,19.0,13.5,11.75
116,,3334,0.72,0.44,,1714,10.0,0,0,25,5.75,4.25,7.0
95,,5468,0.62,0.75,0.62,106709,15.0,8,31,20,10.0,10.5,26.5
55,,974,0.61,0.43,0.5,3533,1.0,12,9,9,0.0,0.0,0.0
112,20000000,4089,0.6,0.71,0.65,610792,565.0,7,15,16,2.25,2.75,1.75
145,12000000,4162,0.66,0.21,0.35,5669081,757.0,0,0,0,6.25,13.0,6.25
92,16000000,8797,0.52,0.53,0.57,3361,1.0,92,82,59,13.25,19.75,15.75
109,4864590,13336,0.71,0.94,0.76,970325,51.0,10,16,18,0.0,0.0,0.0
101,,4968,0.63,0.89,0.79,246112,9.0,12,24,18,0.0,0.0,0.0
89,2500000,4884,0.59,0.72,0.6,41189,11.0,14,15,19,12.5,43.25,54.25
135,,29233,0.82,,,40311,10.0,6,61,100,1.0,1.25,1.0
118,25000000,7537,0.57,0.31,0.44,30932113,2735.0,34,90,100,35.75,71.0,58.25
130,,12371,0.69,0.57,0.54,528731,58.0,27,44,62,26.0,50.25,24.0
90,3000000,21503,0.47,0.08,0.34,3010,2.0,48,46,100,5.25,5.25,4.5
118,,21344,0.74,0.94,0.81,2341226,99.0,81,77,81,0.0,0.0,11.75
88,,4285,0.63,0.91,0.8,2749,1.0,23,46,22,0.0,0.0,0.0
146,7980000,12207,0.63,0.6,,1027121,96.0,28,91,100,17.5,17.0,57.0
97,,4288,0.56,0.59,0.48,14752,7.0,30,55,94,9.25,2.0,26.5
95,,8130,0.5,0.08,0.3,5783,10.0,100,53,30,21.0,28.25,18.25
90,12000000,8992,0.56,0.26,0.37,2521,3.0,100,42,36,24.25,19.5,8.25
93,,3233,0.48,0.22,0.17,7529,2.0,13,23,13,19.5,21.25,6.5
83,,4559,0.53,0.4,0.51,25342,7.0,10,31,66,13.0,9.75,8.25
94,8000000,6760,0.43,0.14,0.19,38898,50.0,3,100,41,27.25,34.5,33.25
111,,4788,0.66,0.71,0.64,2291047,86.0,49,94,100,0.0,0.0,0.0
95,,8882,0.67,0.7,0.43,7396,1.0,10,68,27,15.75,25.75,16.0
122,,2670,0.63,0.36,0.48,14836,11.0,19,32,27,21.75,20.0,16.25
102,,15754,0.64,0.51,0.53,540152,88.0,8,10,3,17.5,13.75,14.0
93,3000000,8983,0.54,0.36,0.4,201436,33.0,0,0,100,7.5,3.75,8.5
91,,3417,0.6,0.81,0.63,6388,13.0,27,34,24,0.0,22.5,22.5
85,,2370,0.58,0.9,0.58,14062,1.0,0,0,0,12.25,6.25,6.25
145,6482250,11649,0.54,0.17,,1586745,121.0,20,90,100,24.5,29.75,39.75
101,900000,13724,0.64,0.32,0.43,6997,2.0,30,23,13,16.25,20.25,24.75
92,,1372,0.62,,,119782,50.0,0,34,0,4.25,4.25,2.75
93,,6582,0.57,0.2,0.42,207853,248.0,12,8,20,17.5,17.5,7.75
89,2924910,4330,0.55,0.51,0.52,5040,14.0,100,57,47,19.75,0.0,0.0
109,,8939,0.7,0.83,0.76,222695,23.0,30,29,22,0.0,0.0,0.0
89,3000000,622,0.49,0.27,0.45,19137,2.0,0,0,0,0.0,6.5,26.75
113,,9390,0.71,0.87,0.69,717205,21.0,5,20,21,17.5,21.25,0.0
92,2000000,4381,0.72,0.73,,741381,312.0,32,100,95,18.75,10.5,27.75
95,,4231,0.64,0.45,0.46,41113,6.0,44,44,44,7.0,21.5,25.25
105,,12931,0.71,0.76,0.67,1561577,100.0,30,34,18,7.25,16.0,8.75
89,1500000,8800,0.64,0.33,0.36,1938,1.0,6,26,73,11.0,37.75,11.75
87,,7958,0.55,0.36,0.49,252603,52.0,28,43,32,8.5,25.75,17.25
86,,4614,0.48,0.16,0.28,35586,18.0,50,33,36,4.5,15.5,21.25
101,,3758,0.63,0.75,0.63,24082,5.0,27,27,38,0.0,0.0,12.0
80,2000000,985,0.57,0.42,0.57,2850357,259.0,41,63,100,9.25,9.75,8.25
92,500000,10965,0.61,0.44,0.38,4876,2.0,61,50,45,40.25,31.5,17.75
106,,8466,0.47,0.09,0.2,353513,307.0,23,63,42,18.0,7.5,1.25
104,,9669,0.76,0.94,0.82,236394,27.0,50,72,65,0.0,0.0,0.0
174,8643000,19868,0.7,0.91,,1973574,132.0,19,100,97,16.25,19.75,30.0
89,,1570,0.6,0.59,0.56,9342,3.0,29,21,54,18.75,13.75,27.0
132,,25909,0.55,0.69,,2347774,119.0,10,100,87,10.5,34.75,18.5
102,,3657,0.74,0.94,0.72,1154466,41.0,14,17,42,1.5,2.0,12.0
111,14706900,10697,0.69,0.73,0.58,179091,20.0,39,35,40,23.75,12.0,11.75
90,,1338,0.44,,,46437,16.0,22,9,9,3.5,6.75,7.25
121,,5887,0.64,0.35,0.42,5310554,2517.0,36,100,66,12.5,17.0,13.25
146,,2650,0.62,0.4,0.56,849045,17.0,18,20,38,0.75,7.25,7.25
88,5000000,10223,0.58,0.5,,813246,72.0,30,32,26,42.0,40.0,27.5
96,8000000,13301,0.6,0.66,0.61,633210,42.0,9,22,45,5.5,4.75,6.5
89,,11234,0.53,0.22,,525,1.0,1,5,25,26.75,25.0,23.25
116,,4661,0.62,0.42,0.42,17669,12.0,60,53,54,0.0,0.0,0.0
97,200000,1257,0.64,0.88,0.75,236806,24.0,28,61,32,6.25,24.25,8.0
103,,3072,0.51,0.22,0.41,793352,64.0,75,34,47,5.0,5.5,14.0
91,,7641,0.68,0.45,0.51,12512862,840.0,38,39,50,2.75,2.75,3.25
88,500000,9546,0.64,0.79,0.57,60818,13.0,16,27,59,11.25,20.75,19.5
88,1000000,850,0.42,0.05,0.2,14686,15.0,24,19,14,40.5,22.75,6.0
106,,5557,0.56,0.08,0.31,5750,3.0,4,2,18,0.0,0.0,0.0
121,,1434,0.5,0.57,0.48,338803,41.0,6,6,0,0.0,0.0,0.0
100,7000000,1254,0.51,0.28,0.34,2019,2.0,8,19,50,33.0,24.5,13.0
92,,1786,0.64,0.66,0.56,27160,17.0,15,63,100,5.75,17.25,11.75
134,,30132,0.79,0.8,,1862086,88.0,8,61,100,26.25,45.5,87.25
87,,6209,0.44,,0.52,72,1.0,6,6,51,0.0,6.75,0.0
98,,993,0.53,0.5,0.41,6497,1.0,16,24,22,15.75,15.5,21.5
102,,1262,0.6,0.72,0.74,107352,9.0,33,56,54,5.5,0.0,0.0
97,,6528,0.58,0.47,0.54,5719,2.0,18,40,59,23.75,25.5,17.5
98,,5442,0.75,0.78,0.6,201395,19.0,46,26,32,9.5,20.5,19.25
105,13000000,1742,0.6,0.41,0.42,1832541,327.0,17,36,46,8.75,18.25,16.0
116,,4562,0.68,0.8,0.76,83736,12.0,64,83,99,0.0,0.0,0.0
99,,1258,0.63,0.64,0.62,50292,4.0,33,100,58,24.0,15.0,10.75
105,12000000,2926,0.47,0.5,0.44,2638,10.0,46,55,48,2.0,0.5,11.0
89,,2027,0.56,0.38,0.49,2651,2.0,0,35,0,4.75,2.0,7.0
149,,3679,0.51,0.5,,598668,114.0,35,99,100,24.0,24.0,26.0
110,31000000,1678,0.59,0.71,0.59,17000,6.0,44,50,61,2.5,39.5,8.5
140,6482250,18900,0.58,0.55,,777373,120.0,10,55,100,12.75,44.5,21.5
155,10083500,7081,0.55,0.71,,1257892,98.0,12,64,100,53.25,37.25,45.75
104,,4530,0.26,0.0,,169181,74.0,45,43,78,16.75,17.75,39.75
152,,1510,0.44,,,36967,25.0,18,97,100,17.25,21.0,0.5
90,,6698,0.7,0.65,0.57,1698952,91.0,0,0,0,19.75,13.5,17.5
100,,1951,0.68,,,13960394,508.0,11,9,11,8.25,11.25,9.75
108,1200000,2810,0.59,0.38,0.48,595018,136.0,19,28,36,7.5,7.0,32.0
93,4000000,2409,0.52,0.18,0.37,4327,7.0,9,12,10,31.0,38.75,21.0
157,,6270,0.51,0.38,,698210,122.0,24,93,100,15.75,4.75,36.5
84,,6326,0.55,0.55,0.6,13377,7.0,67,60,73,6.75,33.0,0.0
99,,1455,0.61,0.72,0.57,11157,3.0,0,0,19,12.0,20.75,6.75
141,,5631,0.44,0.0,,385422,115.0,27,65,100,33.75,41.0,37.75
108,,5462,0.68,0.78,0.67,1803064,540.0,4,3,3,0.0,0.0,0.0
115,,1790,0.7,0.09,0.28,9432,9.0,39,18,36,0.75,1.25,2.5
87,500000,2395,0.46,0.57,,1778,2.0,7,7,0,24.0,0.0,0.0
140,,3327,0.66,,,143900,60.0,8,47,100,6.0,35.25,6.0
123,38000000,391348,0.81,0.89,0.75,26947624,2308.0,83,97,86,26.75,41.0,36.75
126,39200000,234336,0.71,0.95,0.84,4563029,356.0,58,61,71,16.0,38.5,24.0
180,100000000,1028802,0.82,0.78,0.75,116900694,2557.0,17,49,61,11.5,34.0,41.0
130,200000000,687797,0.72,0.79,0.62,408992272,4253.0,62,100,74,51.5,74.0,93.25
143,105000000,429597,0.73,0.48,0.55,144840419,3550.0,37,79,100,12.25,5.0,7.0
112,170000000,533625,0.69,0.66,0.54,206362140,3841.0,43,100,95,22.75,38.0,43.25
123,12000000,259185,0.78,0.69,0.55,15323921,1280.0,52,60,54,27.0,43.25,39.5
119,70000000,235025,0.65,0.49,0.41,98927592,3106.0,12,47,72,29.25,32.25,46.25
94,6000000,92291,0.43,0.05,0.18,8840453,2023.0,46,100,82,19.75,30.5,19.0
153,46000000,522331,0.81,0.8,0.74,61002302,3290.0,18,66,87,19.0,26.0,21.25
126,23000000,465955,0.8,0.94,0.9,25568251,1729.0,58,92,100,12.0,17.75,11.75
112,20000000,394918,0.75,0.85,0.68,137400141,3115.0,24,62,100,25.75,60.75,71.0
124,120000000,452990,0.7,0.52,0.54,89107235,3792.0,76,100,81,49.75,56.25,73.0
143,225000000,646109,0.71,0.56,0.55,291045518,4207.0,22,85,100,20.25,40.0,60.5
100,5000000,33056,0.53,0.37,0.38,7192291,1543.0,40,100,81,31.5,23.75,35.25
150,215000000,208299,0.64,0.31,0.37,89302115,3904.0,27,97,100,61.5,73.5,58.0
108,13300000,112385,0.63,0.84,0.78,2614251,176.0,9,17,33,12.5,10.5,9.5
101,80000000,128349,0.54,0.07,0.19,133668525,3491.0,29,77,100,54.0,54.25,56.5
115,75000000,551997,0.73,0.5,0.5,117723989,3082.0,14,18,57,18.75,22.75,38.5
104,30000000,63167,0.58,0.4,0.49,2193658,583.0,31,45,97,22.5,24.5,29.5
109,20000000,233073,0.7,0.89,0.81,26004851,1553.0,43,84,84,0.0,0.0,8.25
134,20000000,574610,0.81,0.95,0.96,56671993,1474.0,12,15,15,1.0,4.25,3.0
116,190000000,551799,0.7,0.66,0.63,202359711,3607.0,33,85,100,25.25,50.25,73.75
131,190000000,441954,0.69,0.72,0.65,101802906,3285.0,23,76,100,12.5,34.75,35.0
130,60000000,121686,0.59,0.14,0.33,31165421,3118.0,16,47,100,49.0,74.0,51.0
126,120000000,400154,0.67,0.71,0.61,132556852,3924.0,26,84,100,18.5,57.0,89.0
138,40000000,417619,0.72,0.92,0.9,150117807,2629.0,24,37,67,27.25,26.5,41.5
90,3000000,216066,0.66,0.79,0.66,24477704,2422.0,28,63,53,36.75,47.5,29.25
110,37000000,370207,0.7,0.48,0.44,150394119,3445.0,13,83,100,48.25,74.25,52.5
128,175000000,135049,0.63,0.15,0.28,38362475,2690.0,26,94,100,35.0,33.75,21.25
85,3000000,183042,0.57,0.39,0.41,64473115,2591.0,39,95,100,23.5,47.75,54.25
161,225000000,562910,0.78,0.74,0.66,258366855,3928.0,30,84,100,20.25,37.5,46.0
132,190000000,444812,0.77,0.84,0.72,228778661,3907.0,54,100,95,32.0,68.5,94.5
92,20000000,41513,0.48,0.18,,34341945,2659.0,24,100,78,16.5,63.0,55.75
91,,142200,0.69,0.71,0.61,1005824,120.0,38,53,51,16.0,16.0,25.75
91,17000000,145991,0.65,0.63,0.57,54239856,3025.0,55,100,97,32.5,83.75,91.75
91,100000000,706029,0.77,0.96,0.96,274092705,3820.0,18,65,100,28.0,42.5,43.0
103,28000000,238376,0.66,0.32,0.41,28795985,2945.0,37,80,100,35.5,44.5,46.5
117,5000000,400637,0.8,0.92,0.84,27298285,1110.0,5,7,5,9.75,30.75,9.25
146,130000000,573700,0.75,0.89,0.76,424668047,4163.0,19,47,100,9.75,17.5,28.5
109,115000000,393921,0.66,0.66,0.61,93050117,3284.0,19,62,100,26.0,52.25,36.75
125,35000000,139985,0.75,0.79,0.65,83299761,2671.0,40,57,100,37.75,41.5,71.5
110,130000000,165296,0.58,0.29,0.41,122523060,3734.0,28,88,100,20.25,36.25,44.25
95,2500000,133638,0.71,0.92,0.82,6852971,770.0,55,44,42,9.25,6.5,9.25
121,40000000,246077,0.75,0.76,0.6,125095601,3285.0,59,94,100,46.25,48.75,67.25
115,50000000,211363,0.67,0.5,0.49,25135965,2883.0,26,68,100,31.5,42.0,31.75
98,11000000,64403,0.68,0.73,0.59,3493000,787.0,67,100,95,53.75,35.5,24.5
123,7000000,80255,0.73,0.84,0.79,1876685,95.0,33,50,67,23.75,29.0,28.0
119,38000000,144616,0.64,0.57,0.49,42025135,3117.0,36,86,100,13.5,32.0,51.0
114,90000000,274193,0.73,0.51,0.54,58236838,2922.0,36,78,100,43.5,74.0,38.75
113,60000000,195007,0.67,0.32,0.4,46000903,3103.0,33,99,100,26.0,7.0,27.75
98,35000000,208237,0.69,0.81,0.6,66380662,3009.0,26,67,100,30.25,48.75,45.0
98,18000000,179152,0.73,0.9,0.78,33404871,1283.0,30,35,43,26.75,2.5,2.25
100,15000000,158261,0.62,0.65,0.57,71628180,2781.0,50,90,100,13.5,42.25,57.5
131,150000000,191478,0.64,0.51,0.52,73103784,3222.0,20,69,100,26.0,35.75,30.5
100,22000000,98128,0.65,0.42,0.4,20158492,2570.0,20,26,66,20.75,34.5,44.75
119,58000000,179477,0.63,0.35,0.42,44672764,3399.0,18,57,85,44.25,60.5,35.75
114,110000000,211235,0.66,0.61,0.51,61737191,3407.0,25,80,100,18.5,24.75,36.0
97,5000000,93330,0.71,0.64,0.56,34411,5.0,18,20,18,26.0,19.25,18.75
